order_id,order_date,channel,sku,product_name,qty,unit_price,discount_pct,line_total
#94645,2025-08-03,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94645,2025-08-03,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94645,2025-08-03,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#94646,2025-08-28,Shopify,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.1,117.0
#94647,2025-08-12,Amazon,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#94648,2025-08-24,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94649,2025-08-02,Wholesale,VS-MUG-SET,Ceramic Mug Set of 4,12,42.0,0.45,277.2
#94649,2025-08-02,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#94649,2025-08-02,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),6,39.0,0.45,128.7
#94650,2025-08-03,Shopify,VS-ST-3QT,3qt Stainless Saucepan,2,74.0,0.0,148.0
#94650,2025-08-03,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#94651,2025-08-24,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.0,117.0
#94651,2025-08-24,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#94651,2025-08-24,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#94652,2025-08-15,Amazon,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.2,54.4
#94652,2025-08-15,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.0,84.0
#94653,2025-08-22,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94654,2025-08-22,Shopify,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94655,2025-08-20,Amazon,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.15,161.5
#94655,2025-08-20,Amazon,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94655,2025-08-20,Amazon,VS-ST-3QT,3qt Stainless Saucepan,2,74.0,0.0,148.0
#94656,2025-08-05,Amazon,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#94656,2025-08-05,Amazon,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#94657,2025-08-25,Wholesale,VS-MUG-SET,Ceramic Mug Set of 4,6,42.0,0.45,138.6
#94657,2025-08-25,Wholesale,VS-CI-10,10in Cast Iron Skillet,6,79.0,0.45,260.7
#94657,2025-08-25,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#94658,2025-08-31,Amazon,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.1,232.2
#94659,2025-08-10,Wholesale,VS-KTL-ST,Stovetop Kettle,12,69.0,0.45,455.4
#94660,2025-08-09,Wholesale,VS-ST-3QT,3qt Stainless Saucepan,12,74.0,0.45,488.4
#94661,2025-08-10,Wholesale,VS-KNF-CHEF,8in Chef Knife,6,65.0,0.45,214.5
#94662,2025-08-23,Amazon,VS-UTN-SET,6-Piece Utensil Set,3,59.0,0.0,177.0
#94663,2025-08-12,Amazon,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94664,2025-08-11,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#94664,2025-08-11,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#94665,2025-08-01,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#94666,2025-08-17,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#94666,2025-08-17,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.0,117.0
#94666,2025-08-17,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#94666,2025-08-17,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94667,2025-08-31,Amazon,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#94668,2025-08-24,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#94669,2025-08-22,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.1,66.6
#94669,2025-08-22,Shopify,VS-KTL-ST,Stovetop Kettle,2,69.0,0.2,110.4
#94670,2025-08-23,Amazon,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#94671,2025-08-22,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94671,2025-08-22,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94672,2025-08-17,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94673,2025-08-05,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),24,39.0,0.45,514.8
#94673,2025-08-05,Wholesale,VS-KNF-CHEF,8in Chef Knife,12,65.0,0.45,429.0
#94673,2025-08-05,Wholesale,VS-UTN-SET,6-Piece Utensil Set,12,59.0,0.45,389.4
#94673,2025-08-05,Wholesale,VS-CI-10,10in Cast Iron Skillet,12,79.0,0.45,521.4
#94674,2025-08-28,Wholesale,VS-KNF-SET5,5-Piece Knife Set,6,189.0,0.45,623.7
#94675,2025-08-17,Shopify,VS-ST-3QT,3qt Stainless Saucepan,2,74.0,0.1,133.2
#94675,2025-08-17,Shopify,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#94675,2025-08-17,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#94675,2025-08-17,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.0,117.0
#94676,2025-08-12,Shopify,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#94676,2025-08-12,Shopify,VS-CI-12,12in Cast Iron Skillet,3,95.0,0.0,285.0
#94677,2025-08-31,Wholesale,VS-CB-MAP,Maple Cutting Board,24,58.0,0.45,765.6
#94677,2025-08-31,Wholesale,VS-KTL-ST,Stovetop Kettle,12,69.0,0.45,455.4
#94678,2025-08-17,Wholesale,VS-KNF-CHEF,8in Chef Knife,12,65.0,0.45,429.0
#94678,2025-08-17,Wholesale,VS-CB-WAL,Walnut Cutting Board,12,68.0,0.45,448.8
#94679,2025-08-30,Shopify,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.2,156.0
#94680,2025-08-11,Shopify,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#94680,2025-08-11,Shopify,VS-UTN-SET,6-Piece Utensil Set,3,59.0,0.0,177.0
#94680,2025-08-11,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.0,84.0
#94680,2025-08-11,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#94681,2025-08-13,Amazon,VS-CB-MAP,Maple Cutting Board,3,58.0,0.0,174.0
#94681,2025-08-13,Amazon,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#94681,2025-08-13,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#94682,2025-08-17,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#94682,2025-08-17,Shopify,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#94683,2025-08-04,Amazon,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#94683,2025-08-04,Amazon,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#94683,2025-08-04,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.2,67.2
#94683,2025-08-04,Amazon,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.1,170.1
#94684,2025-08-22,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.2,206.4
#94685,2025-08-24,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#94686,2025-08-13,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94687,2025-08-31,Amazon,VS-CB-WAL,Walnut Cutting Board,3,68.0,0.0,204.0
#94687,2025-08-31,Amazon,VS-ST-3QT,3qt Stainless Saucepan,3,74.0,0.0,222.0
#94688,2025-08-29,Shopify,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#94689,2025-08-05,Shopify,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#94690,2025-08-16,Amazon,VS-UTN-SET,6-Piece Utensil Set,3,59.0,0.0,177.0
#94691,2025-08-09,Shopify,VS-CI-12,12in Cast Iron Skillet,3,95.0,0.0,285.0
#94691,2025-08-09,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94692,2025-08-05,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#94692,2025-08-05,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#94693,2025-08-24,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#94694,2025-08-26,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#94695,2025-08-07,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#94695,2025-08-07,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.1,58.5
#94696,2025-08-27,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#94696,2025-08-27,Shopify,VS-KTL-ST,Stovetop Kettle,2,69.0,0.2,110.4
#94696,2025-08-27,Shopify,VS-KTL-ST,Stovetop Kettle,2,69.0,0.0,138.0
#94696,2025-08-27,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#94697,2025-08-28,Amazon,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.0,195.0
#94697,2025-08-28,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#94697,2025-08-28,Amazon,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#94698,2025-08-24,Amazon,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.0,195.0
#94699,2025-08-23,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#94700,2025-08-13,Shopify,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94700,2025-08-13,Shopify,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#94701,2025-08-21,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#94702,2025-08-02,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#94702,2025-08-02,Amazon,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#94703,2025-08-21,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#94704,2025-08-24,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#94705,2025-08-29,Amazon,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94705,2025-08-29,Amazon,VS-ST-8QT,8qt Stainless Stockpot,3,129.0,0.0,387.0
#94705,2025-08-29,Amazon,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94705,2025-08-29,Amazon,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#94706,2025-08-25,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94706,2025-08-25,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#94706,2025-08-25,Shopify,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94706,2025-08-25,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94707,2025-08-27,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94707,2025-08-27,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.2,59.2
#94708,2025-08-11,Amazon,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#94708,2025-08-11,Amazon,VS-KTL-ST,Stovetop Kettle,2,69.0,0.1,124.2
#94709,2025-08-01,Amazon,VS-ST-3QT,3qt Stainless Saucepan,2,74.0,0.0,148.0
#94709,2025-08-01,Amazon,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#94709,2025-08-01,Amazon,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#94710,2025-08-21,Amazon,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94711,2025-08-21,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#94712,2025-08-13,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94712,2025-08-13,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#94712,2025-08-13,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.2,55.2
#94713,2025-08-24,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.0,117.0
#94713,2025-08-24,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#94713,2025-08-24,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94713,2025-08-24,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.15,67.15
#94714,2025-08-15,Amazon,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#94714,2025-08-15,Amazon,VS-KTL-ST,Stovetop Kettle,3,69.0,0.0,207.0
#94715,2025-08-14,Shopify,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#94715,2025-08-14,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.1,340.2
#94715,2025-08-14,Shopify,VS-CB-WAL,Walnut Cutting Board,3,68.0,0.0,204.0
#94715,2025-08-14,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#94716,2025-08-02,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94716,2025-08-02,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94717,2025-08-07,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.1,340.2
#94718,2025-08-16,Amazon,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94719,2025-08-28,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#94719,2025-08-28,Shopify,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#94719,2025-08-28,Shopify,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94719,2025-08-28,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#94720,2025-08-24,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#94720,2025-08-24,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#94720,2025-08-24,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#94721,2025-08-20,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#94722,2025-08-26,Wholesale,VS-CB-MAP,Maple Cutting Board,6,58.0,0.45,191.4
#94722,2025-08-26,Wholesale,VS-UTN-SET,6-Piece Utensil Set,6,59.0,0.45,194.7
#94723,2025-08-23,Amazon,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#94724,2025-08-19,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#94725,2025-08-24,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.1,75.6
#94726,2025-08-15,Amazon,VS-KTL-ST,Stovetop Kettle,2,69.0,0.0,138.0
#94727,2025-08-30,Amazon,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#94727,2025-08-30,Amazon,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#94728,2025-08-19,Wholesale,VS-MUG-SET,Ceramic Mug Set of 4,6,42.0,0.45,138.6
#94729,2025-08-04,Amazon,VS-KNF-SET5,5-Piece Knife Set,3,189.0,0.0,567.0
#94729,2025-08-04,Amazon,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94730,2025-08-15,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.2,93.6
#94731,2025-08-31,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94731,2025-08-31,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#94731,2025-08-31,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.0,84.0
#94732,2025-08-11,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#94732,2025-08-11,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#94733,2025-08-28,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),2,39.0,0.15,66.3
#94733,2025-08-28,Amazon,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#94733,2025-08-28,Amazon,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#94733,2025-08-28,Amazon,VS-KTL-ST,Stovetop Kettle,1,69.0,0.1,62.1
#94734,2025-08-17,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.0,84.0
#94735,2025-08-29,Shopify,VS-KNF-SET5,5-Piece Knife Set,3,189.0,0.0,567.0
#94735,2025-08-29,Shopify,VS-CI-12,12in Cast Iron Skillet,3,95.0,0.0,285.0
#94735,2025-08-29,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.2,33.6
#94736,2025-08-10,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#94737,2025-08-21,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#94738,2025-08-01,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#94739,2025-08-21,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94739,2025-08-21,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#94739,2025-08-21,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#94740,2025-08-23,Shopify,VS-CB-WAL,Walnut Cutting Board,3,68.0,0.0,204.0
#94740,2025-08-23,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94741,2025-08-21,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),24,39.0,0.45,514.8
#94742,2025-08-13,Amazon,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.1,232.2
#94743,2025-08-23,Shopify,VS-CI-12,12in Cast Iron Skillet,3,95.0,0.0,285.0
#94744,2025-08-31,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#94744,2025-08-31,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94745,2025-08-16,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#94745,2025-08-16,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#94745,2025-08-16,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#94746,2025-08-28,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#94747,2025-08-30,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,3,42.0,0.0,126.0
#94747,2025-08-30,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94747,2025-08-30,Shopify,VS-KNF-SET5,5-Piece Knife Set,3,189.0,0.0,567.0
#94748,2025-08-25,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94748,2025-08-25,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#94749,2025-08-21,Wholesale,VS-CB-MAP,Maple Cutting Board,24,58.0,0.45,765.6
#94750,2025-08-21,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.0,117.0
#94750,2025-08-21,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#94751,2025-08-20,Amazon,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#94752,2025-08-11,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94753,2025-08-24,Shopify,VS-ST-3QT,3qt Stainless Saucepan,2,74.0,0.0,148.0
#94753,2025-08-24,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.0,117.0
#94753,2025-08-24,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#94754,2025-08-28,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#94754,2025-08-28,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94754,2025-08-28,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94755,2025-08-25,Amazon,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.0,195.0
#94755,2025-08-25,Amazon,VS-KTL-ST,Stovetop Kettle,3,69.0,0.0,207.0
#94756,2025-08-25,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#94757,2025-08-14,Amazon,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#94758,2025-08-11,Wholesale,VS-ST-3QT,3qt Stainless Saucepan,12,74.0,0.45,488.4
#94758,2025-08-11,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#94759,2025-08-29,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#94760,2025-08-01,Wholesale,VS-CI-12,12in Cast Iron Skillet,24,95.0,0.45,1254.0
#94760,2025-08-01,Wholesale,VS-CI-10,10in Cast Iron Skillet,12,79.0,0.45,521.4
#94761,2025-08-29,Shopify,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.0,195.0
#94761,2025-08-29,Shopify,VS-CB-WAL,Walnut Cutting Board,3,68.0,0.0,204.0
#94761,2025-08-29,Shopify,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#94762,2025-08-17,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.2,33.6
#94763,2025-08-15,Wholesale,VS-CI-10,10in Cast Iron Skillet,12,79.0,0.45,521.4
#94763,2025-08-15,Wholesale,VS-ST-3QT,3qt Stainless Saucepan,24,74.0,0.45,976.8
#94763,2025-08-15,Wholesale,VS-CI-12,12in Cast Iron Skillet,24,95.0,0.45,1254.0
#94764,2025-08-13,Wholesale,VS-CB-WAL,Walnut Cutting Board,24,68.0,0.45,897.6
#94764,2025-08-13,Wholesale,VS-CB-MAP,Maple Cutting Board,24,58.0,0.45,765.6
#94764,2025-08-13,Wholesale,VS-CI-12,12in Cast Iron Skillet,24,95.0,0.45,1254.0
#94765,2025-08-23,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#94765,2025-08-23,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#94765,2025-08-23,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94765,2025-08-23,Shopify,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#94766,2025-08-21,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#94766,2025-08-21,Shopify,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.0,195.0
#94767,2025-08-01,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#94767,2025-08-01,Shopify,VS-ST-3QT,3qt Stainless Saucepan,3,74.0,0.0,222.0
#94768,2025-08-16,Amazon,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94768,2025-08-16,Amazon,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#94769,2025-08-30,Wholesale,VS-KNF-CHEF,8in Chef Knife,6,65.0,0.45,214.5
#94770,2025-08-10,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#94770,2025-08-10,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.2,47.2
#94771,2025-08-13,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#94772,2025-08-18,Shopify,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#94772,2025-08-18,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),2,39.0,0.2,62.4
#94772,2025-08-18,Shopify,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#94773,2025-08-05,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),2,39.0,0.0,78.0
#94773,2025-08-05,Amazon,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#94774,2025-08-22,Amazon,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#94774,2025-08-22,Amazon,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#94774,2025-08-22,Amazon,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#94774,2025-08-22,Amazon,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#94775,2025-08-15,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.15,35.7
#94775,2025-08-15,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#94775,2025-08-15,Amazon,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94775,2025-08-15,Amazon,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.0,195.0
#94776,2025-08-16,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),2,39.0,0.0,78.0
#94777,2025-08-19,Wholesale,VS-UTN-SET,6-Piece Utensil Set,6,59.0,0.45,194.7
#94777,2025-08-19,Wholesale,VS-CI-12,12in Cast Iron Skillet,6,95.0,0.45,313.5
#94777,2025-08-19,Wholesale,VS-KNF-CHEF,8in Chef Knife,6,65.0,0.45,214.5
#94777,2025-08-19,Wholesale,VS-ST-3QT,3qt Stainless Saucepan,12,74.0,0.45,488.4
#94778,2025-08-28,Amazon,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.2,108.8
#94779,2025-08-11,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#94779,2025-08-11,Shopify,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#94779,2025-08-11,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#94780,2025-08-14,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#94780,2025-08-14,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#94780,2025-08-14,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
