Date,Entity,TxnType,DocNum,Name,Memo,Account,AccountName,Debit,Credit,Source
2025-10-02,Verve Supply Co.,Bill,BILL-9164,Uline,,680,Office Supplies,517.1,0.0,
2025-10-02,Verve Supply Co.,Bill,BILL-9164,Uline,,200,Accounts Payable,0.0,517.1,
2025-10-03,Verve Supply Co.,Payment,PMT-9040,Wholesale Customers,Wholesale AR collections,110,Accounts Receivable,0.0,153917.8,
2025-10-03,Verve Supply Co.,Payment,PMT-9040,Wholesale Customers,Wholesale AR collections,090,Mercury Business Checking,153917.8,0.0,
2025-10-04,Verve Supply Co.,Bill,BILL-9163,Google Ads,,660,Software & Subscriptions,7068.03,0.0,
2025-10-04,Verve Supply Co.,Bill,BILL-9163,Google Ads,,200,Accounts Payable,0.0,7068.03,
2025-10-05,Verve Supply Co.,Bill,BILL-9160,FedEx,,200,Accounts Payable,0.0,3396.36,
2025-10-05,Verve Supply Co.,Bill,BILL-9160,FedEx,,510,Freight & Shipping (COGS),3396.36,0.0,
2025-10-10,Verve Supply Co.,Sales,SO-9039,Wholesale,Monthly sales summary,110,Accounts Receivable,196944.0,0.0,
2025-10-10,Verve Supply Co.,Journal,FEE-9040,Shopify/Stripe,Processing fees,091,Stripe/Shopify Payments Clearing,0.0,13962.62,
2025-10-10,Verve Supply Co.,Journal,FEE-9040,Shopify/Stripe,Processing fees,520,Merchant Processing Fees (COGS),13962.62,0.0,
2025-10-10,Verve Supply Co.,Sales,SO-9037,Shopify,Monthly sales summary,091,Stripe/Shopify Payments Clearing,176419.55,0.0,
2025-10-10,Verve Supply Co.,Sales,SO-9037,Shopify,Monthly sales summary,400,Sales - Online (Shopify),0.0,176419.55,
2025-10-10,Verve Supply Co.,Journal,COGS-9040,,Est. COGS @ 34% of rev (rule of thumb),500,Cost of Goods Sold,153138.36,0.0,
2025-10-10,Verve Supply Co.,Sales,SO-9039,Wholesale,Monthly sales summary,402,Sales - Wholesale,0.0,196944.0,
2025-10-10,Verve Supply Co.,Journal,COGS-9040,,Est. COGS @ 34% of rev (rule of thumb),120,Inventory Asset,0.0,153138.36,
2025-10-12,Verve Supply Co.,Transfer,SWEEP-9040,Shopify Payouts,Payout swept to bank,090,Mercury Business Checking,245605.6,0.0,
2025-10-12,Verve Supply Co.,Transfer,SWEEP-9040,Shopify Payouts,Payout swept to bank,091,Stripe/Shopify Payments Clearing,0.0,245605.6,
2025-10-16,Verve Supply Co.,Bill,BILL-9157,ACME Corp.,,500,Cost of Goods Sold,17164.62,0.0,
2025-10-16,Verve Supply Co.,Bill,BILL-9157,ACME Corp.,,200,Accounts Payable,0.0,17164.62,
2025-10-19,Verve Supply Co.,Bill,BILL-9158,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),10329.22,0.0,
2025-10-19,Verve Supply Co.,Bill,BILL-9162,Meta Platforms,,200,Accounts Payable,0.0,5969.29,
2025-10-19,Verve Supply Co.,Bill,BILL-9162,Meta Platforms,,650,Advertising - Paid Social,5969.29,0.0,
2025-10-19,Verve Supply Co.,Bill,BILL-9158,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,10329.22,
2025-10-20,Verve Supply Co.,Journal,PR-9058,Gusto Payroll,Marketing & CS payroll,601,Payroll - Marketing & CS,49466.7,0.0,
2025-10-20,Verve Supply Co.,Journal,PR-9058,Gusto Payroll,Payroll clearing,090,Mercury Business Checking,0.0,179520.88,
2025-10-20,Verve Supply Co.,Journal,PR-9058,Gusto Payroll,Payroll taxes,610,Payroll Taxes & Benefits,31462.5,0.0,
2025-10-20,Verve Supply Co.,Journal,PR-9058,Gusto Payroll,Warehouse & Ops payroll,600,Payroll - Warehouse & Ops,48666.68,0.0,
2025-10-20,Verve Supply Co.,Journal,PR-9058,Gusto Payroll,G&A payroll,602,Payroll - G&A,49925.0,0.0,
2025-10-23,Verve Supply Co.,Bill,BILL-9159,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),12798.48,0.0,
2025-10-23,Verve Supply Co.,Bill,BILL-9159,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,12798.48,
2025-10-26,Verve Supply Co.,Sales,SO-9038,Amazon,Monthly sales summary,401,Sales - Amazon,0.0,77043.4,
2025-10-26,Verve Supply Co.,Sales,SO-9038,Amazon,Monthly sales summary,091,Stripe/Shopify Payments Clearing,77043.4,0.0,
2025-10-27,Verve Supply Co.,Journal,DEP-9,,Monthly depreciation,165,Accumulated Depreciation,0.0,1342.88,
2025-10-27,Verve Supply Co.,Journal,DEP-9,,Monthly depreciation,800,Depreciation,1342.88,0.0,
2025-10-29,Verve Supply Co.,Journal,JE-MANUAL-9-38,Priya Natarajan,clean up,120,Inventory Asset,0.0,9085.38,"Manual, no attachment"
2025-10-29,Verve Supply Co.,Journal,JE-MANUAL-9-38,Priya Natarajan,clean up,750,Miscellaneous Expense,9085.38,0.0,"Manual, no attachment"
2025-10-31,Verve Supply Co.,Bill,BILL-9161,Uline,,200,Accounts Payable,0.0,1060.05,
2025-10-31,Verve Supply Co.,Bill,BILL-9161,Uline,,750,Miscellaneous Expense,1060.05,0.0,
2025-11-01,Verve Supply Co.,Journal,JE-MANUAL-10-44,Priya Natarajan,balance plug,120,Inventory Asset,10723.5,0.0,"Manual, no attachment"
2025-11-01,Verve Supply Co.,Journal,JE-MANUAL-10-44,Priya Natarajan,balance plug,390,Retained Earnings,0.0,10723.5,"Manual, no attachment"
2025-11-02,Verve Supply Co.,Journal,JE-MANUAL-10-42,Jenna Ruiz,YE adj,140,Prepaid Expenses,9057.36,0.0,"Manual, no attachment"
2025-11-02,Verve Supply Co.,Journal,JE-MANUAL-10-42,Jenna Ruiz,YE adj,120,Inventory Asset,0.0,9057.36,"Manual, no attachment"
2025-11-03,Verve Supply Co.,Bill,BILL-9176,Bright Packaging,,500,Cost of Goods Sold,5245.35,0.0,
2025-11-03,Verve Supply Co.,Bill,BILL-9176,Bright Packaging,,200,Accounts Payable,0.0,5245.35,
2025-11-05,Verve Supply Co.,Bill,BILL-9173,Foundry Ad Agency,,200,Accounts Payable,0.0,3404.51,
2025-11-05,Verve Supply Co.,Bill,BILL-9173,Foundry Ad Agency,,660,Software & Subscriptions,3404.51,0.0,
2025-11-06,Verve Supply Co.,Transfer,SWEEP-9044,Shopify Payouts,Payout swept to bank,090,Mercury Business Checking,252549.06,0.0,
2025-11-06,Verve Supply Co.,Transfer,SWEEP-9044,Shopify Payouts,Payout swept to bank,091,Stripe/Shopify Payments Clearing,0.0,252549.06,
2025-11-11,Verve Supply Co.,Sales,SO-9042,Amazon,Monthly sales summary,401,Sales - Amazon,0.0,85718.4,
2025-11-11,Verve Supply Co.,Journal,JE-MANUAL-10-40,Priya Natarajan,???,140,Prepaid Expenses,8968.48,0.0,"Manual, no attachment"
2025-11-11,Verve Supply Co.,Sales,SO-9043,Wholesale,Monthly sales summary,110,Accounts Receivable,218625.0,0.0,
2025-11-11,Verve Supply Co.,Journal,JE-MANUAL-10-40,Priya Natarajan,???,110,Accounts Receivable,0.0,8968.48,"Manual, no attachment"
2025-11-11,Verve Supply Co.,Sales,SO-9043,Wholesale,Monthly sales summary,402,Sales - Wholesale,0.0,218625.0,
2025-11-11,Verve Supply Co.,Sales,SO-9042,Amazon,Monthly sales summary,091,Stripe/Shopify Payments Clearing,85718.4,0.0,
2025-11-12,Verve Supply Co.,Bill,BILL-9171,acme corp,,500,Cost of Goods Sold,28120.85,0.0,
2025-11-12,Verve Supply Co.,Bill,BILL-9171,acme corp,,200,Accounts Payable,0.0,28120.85,
2025-11-13,Verve Supply Co.,Bill,BILL-9170,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,10788.58,
2025-11-13,Verve Supply Co.,Bill,BILL-9170,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),10788.58,0.0,
2025-11-17,Verve Supply Co.,Bill,BILL-9175,Meta Platforms,,200,Accounts Payable,0.0,11419.31,
2025-11-17,Verve Supply Co.,Bill,BILL-9175,Meta Platforms,,650,Advertising - Paid Social,11419.31,0.0,
2025-11-17,Verve Supply Co.,Sales,SO-9041,Shopify,Monthly sales summary,400,Sales - Online (Shopify),0.0,174910.15,
2025-11-17,Verve Supply Co.,Sales,SO-9041,Shopify,Monthly sales summary,091,Stripe/Shopify Payments Clearing,174910.15,0.0,
2025-11-20,Verve Supply Co.,Journal,PR-9059,Gusto Payroll,Marketing & CS payroll,601,Payroll - Marketing & CS,49466.7,0.0,
2025-11-20,Verve Supply Co.,Journal,PR-9059,Gusto Payroll,Payroll taxes,610,Payroll Taxes & Benefits,31462.5,0.0,
2025-11-20,Verve Supply Co.,Journal,PR-9059,Gusto Payroll,G&A payroll,602,Payroll - G&A,49925.0,0.0,
2025-11-20,Verve Supply Co.,Bill,BILL-9174,"Pacific Fulfillment, LLC",,510,Freight & Shipping (COGS),4717.13,0.0,
2025-11-20,Verve Supply Co.,Journal,PR-9059,Gusto Payroll,Warehouse & Ops payroll,600,Payroll - Warehouse & Ops,48666.68,0.0,
2025-11-20,Verve Supply Co.,Bill,BILL-9174,"Pacific Fulfillment, LLC",,200,Accounts Payable,0.0,4717.13,
2025-11-20,Verve Supply Co.,Journal,PR-9059,Gusto Payroll,Payroll clearing,090,Mercury Business Checking,0.0,179520.88,
2025-11-20,Verve Supply Co.,Bill,BILL-9167,BRIGHT PACKAGING CO.,,500,Cost of Goods Sold,5119.08,0.0,
2025-11-20,Verve Supply Co.,Bill,BILL-9167,BRIGHT PACKAGING CO.,,200,Accounts Payable,0.0,5119.08,
2025-11-21,Verve Supply Co.,Bill,BILL-9172,BRIGHT PACKAGING CO.,,500,Cost of Goods Sold,1329.53,0.0,
2025-11-21,Verve Supply Co.,Bill,BILL-9172,BRIGHT PACKAGING CO.,,200,Accounts Payable,0.0,1329.53,
2025-11-25,Verve Supply Co.,Journal,COGS-9044,,Est. COGS @ 34% of rev (rule of thumb),500,Cost of Goods Sold,162946.21,0.0,
2025-11-25,Verve Supply Co.,Journal,COGS-9044,,Est. COGS @ 34% of rev (rule of thumb),120,Inventory Asset,0.0,162946.21,
2025-11-25,Verve Supply Co.,Journal,FEE-9044,Shopify/Stripe,Processing fees,091,Stripe/Shopify Payments Clearing,0.0,14856.86,
2025-11-25,Verve Supply Co.,Journal,FEE-9044,Shopify/Stripe,Processing fees,520,Merchant Processing Fees (COGS),14856.86,0.0,
2025-11-26,Verve Supply Co.,Bill,BILL-9169,UPS,,200,Accounts Payable,0.0,3839.87,
2025-11-26,Verve Supply Co.,Bill,BILL-9166,Bright Packaging Co,,500,Cost of Goods Sold,2856.47,0.0,
2025-11-26,Verve Supply Co.,Bill,BILL-9169,UPS,,510,Freight & Shipping (COGS),3839.87,0.0,
2025-11-26,Verve Supply Co.,Bill,BILL-9166,Bright Packaging Co,,200,Accounts Payable,0.0,2856.47,
2025-11-27,Verve Supply Co.,Journal,DEP-10,,Monthly depreciation,800,Depreciation,1366.01,0.0,
2025-11-27,Verve Supply Co.,Journal,DEP-10,,Monthly depreciation,165,Accumulated Depreciation,0.0,1366.01,
2025-11-28,Verve Supply Co.,Bill,BILL-9168,ACME Corp.,,500,Cost of Goods Sold,10539.89,0.0,
2025-11-28,Verve Supply Co.,Bill,BILL-9168,ACME Corp.,,200,Accounts Payable,0.0,10539.89,
2025-11-30,Verve Supply Co.,Payment,PMT-9044,Wholesale Customers,Wholesale AR collections,110,Accounts Receivable,0.0,166687.91,
2025-11-30,Verve Supply Co.,Bill,BILL-9165,FedEx,,200,Accounts Payable,0.0,1878.7,
2025-11-30,Verve Supply Co.,Bill,BILL-9165,FedEx,,510,Freight & Shipping (COGS),1878.7,0.0,
2025-11-30,Verve Supply Co.,Payment,PMT-9044,Wholesale Customers,Wholesale AR collections,090,Mercury Business Checking,166687.91,0.0,
2025-12-02,Verve Supply Co.,Bill,BILL-9189,Grainger,,750,Miscellaneous Expense,283.2,0.0,
2025-12-02,Verve Supply Co.,Bill,BILL-9189,Grainger,,200,Accounts Payable,0.0,283.2,
2025-12-04,Verve Supply Co.,Journal,JE-MANUAL-11-46,Jenna Ruiz,per Sarah,140,Prepaid Expenses,5440.04,0.0,"Manual, no attachment"
2025-12-04,Verve Supply Co.,Journal,JE-MANUAL-11-46,Jenna Ruiz,per Sarah,120,Inventory Asset,0.0,5440.04,"Manual, no attachment"
2025-12-06,Verve Supply Co.,Journal,FEE-9048,Shopify/Stripe,Processing fees,520,Merchant Processing Fees (COGS),15499.96,0.0,
2025-12-06,Verve Supply Co.,Journal,COGS-9048,,Est. COGS @ 34% of rev (rule of thumb),120,Inventory Asset,0.0,169999.59,
2025-12-06,Verve Supply Co.,Journal,FEE-9048,Shopify/Stripe,Processing fees,091,Stripe/Shopify Payments Clearing,0.0,15499.96,
2025-12-06,Verve Supply Co.,Bill,BILL-9181,Uline,,200,Accounts Payable,0.0,405.97,
2025-12-06,Verve Supply Co.,Journal,COGS-9048,,Est. COGS @ 34% of rev (rule of thumb),500,Cost of Goods Sold,169999.59,0.0,
2025-12-06,Verve Supply Co.,Bill,BILL-9181,Uline,,680,Office Supplies,405.97,0.0,
2025-12-08,Verve Supply Co.,Bill,BILL-9190,Pacific Fulfillment,,510,Freight & Shipping (COGS),11338.19,0.0,
2025-12-08,Verve Supply Co.,Transfer,SWEEP-9048,Shopify Payouts,Payout swept to bank,091,Stripe/Shopify Payments Clearing,0.0,249368.76,
2025-12-08,Verve Supply Co.,Transfer,SWEEP-9048,Shopify Payouts,Payout swept to bank,090,Mercury Business Checking,249368.76,0.0,
2025-12-08,Verve Supply Co.,Bill,BILL-9190,Pacific Fulfillment,,200,Accounts Payable,0.0,11338.19,
2025-12-10,Verve Supply Co.,Bill,BILL-9186,Pacific Fulfillment,,510,Freight & Shipping (COGS),4574.09,0.0,
2025-12-10,Verve Supply Co.,Bill,BILL-9186,Pacific Fulfillment,,200,Accounts Payable,0.0,4574.09,
2025-12-11,Verve Supply Co.,Bill,BILL-9184,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),10660.12,0.0,
2025-12-11,Verve Supply Co.,Bill,BILL-9184,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,10660.12,
2025-12-12,Verve Supply Co.,Bill,BILL-9177,acme corp,,200,Accounts Payable,0.0,36945.54,
2025-12-12,Verve Supply Co.,Bill,BILL-9185,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),11531.13,0.0,
2025-12-12,Verve Supply Co.,Bill,BILL-9185,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,11531.13,
2025-12-12,Verve Supply Co.,Bill,BILL-9177,acme corp,,500,Cost of Goods Sold,36945.54,0.0,
2025-12-13,Verve Supply Co.,Sales,SO-9047,Wholesale,Monthly sales summary,110,Accounts Receivable,242652.3,0.0,
2025-12-13,Verve Supply Co.,Sales,SO-9047,Wholesale,Monthly sales summary,402,Sales - Wholesale,0.0,242652.3,
2025-12-13,Verve Supply Co.,Bill,BILL-9187,Acme Corp,,200,Accounts Payable,0.0,16215.83,
2025-12-13,Verve Supply Co.,Bill,BILL-9187,Acme Corp,,500,Cost of Goods Sold,16215.83,0.0,
2025-12-15,Verve Supply Co.,Payment,PMT-9048,Wholesale Customers,Wholesale AR collections,090,Mercury Business Checking,182048.96,0.0,
2025-12-15,Verve Supply Co.,Payment,PMT-9048,Wholesale Customers,Wholesale AR collections,110,Accounts Receivable,0.0,182048.96,
2025-12-16,Verve Supply Co.,Bill,BILL-9178,UPS,,200,Accounts Payable,0.0,3403.66,
2025-12-16,Verve Supply Co.,Bill,BILL-9178,UPS,,510,Freight & Shipping (COGS),3403.66,0.0,
2025-12-19,Verve Supply Co.,Bill,BILL-9182,UPS,,200,Accounts Payable,0.0,3531.17,
2025-12-19,Verve Supply Co.,Bill,BILL-9182,UPS,,510,Freight & Shipping (COGS),3531.17,0.0,
2025-12-20,Verve Supply Co.,Journal,PR-9060,Gusto Payroll,Warehouse & Ops payroll,600,Payroll - Warehouse & Ops,48666.68,0.0,
2025-12-20,Verve Supply Co.,Journal,PR-9060,Gusto Payroll,Payroll taxes,610,Payroll Taxes & Benefits,31462.5,0.0,
2025-12-20,Verve Supply Co.,Journal,PR-9060,Gusto Payroll,G&A payroll,602,Payroll - G&A,49925.0,0.0,
2025-12-20,Verve Supply Co.,Journal,PR-9060,Gusto Payroll,Marketing & CS payroll,601,Payroll - Marketing & CS,49466.7,0.0,
2025-12-20,Verve Supply Co.,Journal,PR-9060,Gusto Payroll,Payroll clearing,090,Mercury Business Checking,0.0,179520.88,
2025-12-21,Verve Supply Co.,Bill,BILL-9188,Uline,,750,Miscellaneous Expense,372.97,0.0,
2025-12-21,Verve Supply Co.,Bill,BILL-9188,Uline,,200,Accounts Payable,0.0,372.97,
2025-12-23,Verve Supply Co.,Bill,BILL-9179,ShipBob,,510,Freight & Shipping (COGS),1603.26,0.0,
2025-12-23,Verve Supply Co.,Bill,BILL-9179,ShipBob,,200,Accounts Payable,0.0,1603.26,
2025-12-25,Verve Supply Co.,Sales,SO-9046,Amazon,Monthly sales summary,401,Sales - Amazon,0.0,82167.8,
2025-12-25,Verve Supply Co.,Journal,IC-12,Northbridge Collective,Intercompany interest,250,Due to Northbridge Collective (Intercompany),0.0,4329.7,
2025-12-25,Verve Supply Co.,Journal,IC-12,Northbridge Collective,Intercompany interest,900,Interest Expense,4329.7,0.0,
2025-12-25,Verve Supply Co.,Sales,SO-9046,Amazon,Monthly sales summary,091,Stripe/Shopify Payments Clearing,82167.8,0.0,
2025-12-27,Verve Supply Co.,Journal,DEP-11,,Monthly depreciation,165,Accumulated Depreciation,0.0,1461.2,
2025-12-27,Verve Supply Co.,Journal,DEP-11,,Monthly depreciation,800,Depreciation,1461.2,0.0,
2025-12-28,Verve Supply Co.,Bill,BILL-9180,USPS,,510,Freight & Shipping (COGS),4037.38,0.0,
2025-12-28,Verve Supply Co.,Bill,BILL-9180,USPS,,200,Accounts Payable,0.0,4037.38,
2025-12-29,Verve Supply Co.,Journal,JE-MANUAL-11-48,Priya Natarajan,reverse prior entry,120,Inventory Asset,0.0,2249.76,"Manual, no attachment"
2025-12-29,Verve Supply Co.,Bill,BILL-9183,Pacific Fulfillment,,200,Accounts Payable,0.0,6377.16,
2025-12-29,Verve Supply Co.,Bill,BILL-9183,Pacific Fulfillment,,510,Freight & Shipping (COGS),6377.16,0.0,
2025-12-29,Verve Supply Co.,Journal,JE-MANUAL-11-48,Priya Natarajan,reverse prior entry,120,Inventory Asset,2249.76,0.0,"Manual, no attachment"
2025-12-31,Verve Supply Co.,Sales,SO-9045,Shopify,Monthly sales summary,400,Sales - Online (Shopify),0.0,175178.7,
2025-12-31,Verve Supply Co.,Sales,SO-9045,Shopify,Monthly sales summary,091,Stripe/Shopify Payments Clearing,175178.7,0.0,
