Date,Entity,TxnType,DocNum,Name,Memo,Account,AccountName,Debit,Credit,Class,Source
2025-08-05,"Northbridge Software, Inc.",Bill,BILL-5151,Austin Commercial Properties LLC,,6700,Rent Expense,14064.44,0.0,,
2025-08-05,"Northbridge Software, Inc.",Invoice,INV-5015,Various Customers,Monthly subscription revenue (per Stripe summary),1200,Accounts Receivable,514517.2,0.0,,Manual re-entry
2025-08-05,"Northbridge Software, Inc.",Journal,JE-5015,Stripe,Payment processing fees,5020,Payment Processing Fees (COGS),13167.82,0.0,,
2025-08-05,"Northbridge Software, Inc.",Invoice,INV-5015,Various Customers,Monthly subscription revenue (per Stripe summary),4000,Subscription Revenue,0.0,514517.2,,Manual re-entry
2025-08-05,"Northbridge Software, Inc.",Payment,PMT-5015,Stripe Collections,Customer payments collected,1200,Accounts Receivable,0.0,454062.83,,
2025-08-05,"Northbridge Software, Inc.",Transfer,SWEEP-5015,Stripe,Stripe payout swept to bank,1010,Stripe Clearing,0.0,440895.01,,
2025-08-05,"Northbridge Software, Inc.",Transfer,SWEEP-5015,Stripe,Stripe payout swept to bank,1000,Chase Business Checking,440895.01,0.0,,
2025-08-05,"Northbridge Software, Inc.",Bill,BILL-5151,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14064.44,,
2025-08-05,"Northbridge Software, Inc.",Payment,PMT-5015,Stripe Collections,Customer payments collected,1010,Stripe Clearing,454062.83,0.0,,
2025-08-05,"Northbridge Software, Inc.",Journal,JE-5015,Stripe,Payment processing fees,1010,Stripe Clearing,0.0,13167.82,,
2025-08-07,"Northbridge Software, Inc.",Bill,BILL-5153,Zoom Video Communications,,6400,Dues & Subscriptions,244.87,0.0,,
2025-08-07,"Northbridge Software, Inc.",Bill,BILL-5153,Zoom Video Communications,,2000,Accounts Payable,0.0,244.87,,
2025-08-07,"Northbridge Software, Inc.",Bill,BILL-5157,Uber Technologies,,2000,Accounts Payable,0.0,179.36,,
2025-08-07,"Northbridge Software, Inc.",Bill,BILL-5157,Uber Technologies,,6500,Travel & Entertainment,179.36,0.0,,
2025-08-08,"Northbridge Software, Inc.",Bill,BILL-5016,Amazon Web Services,Hosting,2000,Accounts Payable,0.0,53305.49,,
2025-08-12,"Northbridge Software, Inc.",Journal,JE-MANUAL-7-30,Priya Natarajan,YE adj,2400,Accrued Expenses,3719.09,0.0,,"Manual, no attachment"
2025-08-12,"Northbridge Software, Inc.",Journal,JE-MANUAL-7-30,Priya Natarajan,YE adj,6901,Misc Expense 2,0.0,3719.09,,"Manual, no attachment"
2025-08-14,"Northbridge Software, Inc.",Bill,BILL-5162,Austin Commercial Properties LLC,,6700,Rent Expense,14000.07,0.0,,
2025-08-14,"Northbridge Software, Inc.",Bill,BILL-5161,Travelers Insurance,,2000,Accounts Payable,0.0,2045.65,,
2025-08-14,"Northbridge Software, Inc.",Bill,BILL-5161,Travelers Insurance,,6900,Misc Expense,2045.65,0.0,,
2025-08-14,"Northbridge Software, Inc.",Bill,BILL-5162,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14000.07,,
2025-08-15,"Northbridge Software, Inc.",Bill,BILL-5147,Travelers Insurance,,6900,Misc Expense,2073.03,0.0,,
2025-08-15,"Northbridge Software, Inc.",Bill,BILL-5147,Travelers Insurance,,2000,Accounts Payable,0.0,2073.03,,
2025-08-19,"Northbridge Software, Inc.",Bill,BILL-5160,Uber,,2000,Accounts Payable,0.0,333.43,,
2025-08-19,"Northbridge Software, Inc.",Bill,BILL-5160,Uber,,6500,Travel & Entertainment,333.43,0.0,,
2025-08-20,"Northbridge Software, Inc.",Bill,BILL-5152,Travelers Insurance,,6900,Misc Expense,2001.61,0.0,,
2025-08-20,"Northbridge Software, Inc.",Bill,BILL-5152,Travelers Insurance,,2000,Accounts Payable,0.0,2001.61,,
2025-08-24,"Northbridge Software, Inc.",Bill,BILL-5016,Amazon Web Services,Hosting,5000,Hosting & Infrastructure (COGS),53305.49,0.0,,
2025-08-26,"Northbridge Software, Inc.",Bill,BILL-5150,Atlassian,,2000,Accounts Payable,0.0,222.69,,
2025-08-26,"Northbridge Software, Inc.",Bill,BILL-5150,Atlassian,,6400,Dues & Subscriptions,222.69,0.0,,
2025-08-27,"Northbridge Software, Inc.",Journal,COMM-5232,Various Reps,Commission accrual,6200,Sales Commissions,9624.16,0.0,,
2025-08-27,"Northbridge Software, Inc.",Journal,COMM-5232,Various Reps,Commission accrual,2400,Accrued Expenses,0.0,9624.16,,
2025-08-28,"Northbridge Software, Inc.",Journal,DEP-7,,Monthly depreciation,7000,Depreciation Expense,1892.53,0.0,,
2025-08-28,"Northbridge Software, Inc.",Journal,DEP-7,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1892.53,,
2025-08-28,"Northbridge Software, Inc.",Journal,PR-5032,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,117956.92,0.0,,
2025-08-28,"Northbridge Software, Inc.",Journal,PR-5032,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,196950.02,0.0,,
2025-08-28,"Northbridge Software, Inc.",Journal,PR-5032,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-08-28,"Northbridge Software, Inc.",Journal,PR-5032,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),46088.18,0.0,,
2025-08-28,"Northbridge Software, Inc.",Journal,PR-5032,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,103875.0,0.0,,
2025-08-28,"Northbridge Software, Inc.",Journal,PR-5032,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,536986.8,,
2025-08-29,"Northbridge Software, Inc.",Journal,JE-MANUAL-7-32,Priya Natarajan,adj per bank rec,6900,Misc Expense,8298.87,0.0,,"Manual, no attachment"
2025-08-29,"Northbridge Software, Inc.",Bill,BILL-5154,Delta Air Lines,,6500,Travel & Entertainment,192.63,0.0,,
2025-08-29,"Northbridge Software, Inc.",Bill,BILL-5154,Delta Air Lines,,2000,Accounts Payable,0.0,192.63,,
2025-08-29,"Northbridge Software, Inc.",Journal,JE-MANUAL-7-32,Priya Natarajan,adj per bank rec,1200,Accounts Receivable,0.0,8298.87,,"Manual, no attachment"
2025-08-30,"Northbridge Software, Inc.",Bill,BILL-5146,Delta Air Lines,,2000,Accounts Payable,0.0,609.09,,
2025-08-30,"Northbridge Software, Inc.",Bill,BILL-5146,Delta Air Lines,,6500,Travel & Entertainment,609.09,0.0,,
2025-09-01,"Northbridge Software, Inc.",Bill,BILL-5169,Unknown / no receipt,,2000,Accounts Payable,0.0,130.21,,
2025-09-01,"Northbridge Software, Inc.",Bill,BILL-5018,AWS,Hosting,5000,Hosting & Infrastructure (COGS),43459.56,0.0,,
2025-09-01,"Northbridge Software, Inc.",Bill,BILL-5169,Unknown / no receipt,,6900,Misc Expense,130.21,0.0,,
2025-09-02,"Northbridge Software, Inc.",Bill,BILL-5170,Outreach.io,,2000,Accounts Payable,0.0,5955.83,,
2025-09-02,"Northbridge Software, Inc.",Bill,BILL-5170,Outreach.io,,6300,Marketing & Advertising,5955.83,0.0,,
2025-09-02,"Northbridge Software, Inc.",Journal,JE-MANUAL-8-34,Jenna Ruiz,TO ADJUST,3900,Retained Earnings,0.0,526.91,,"Manual, no attachment"
2025-09-02,"Northbridge Software, Inc.",Journal,JE-MANUAL-8-34,Jenna Ruiz,TO ADJUST,2400,Accrued Expenses,526.91,0.0,,"Manual, no attachment"
2025-09-03,"Northbridge Software, Inc.",Bill,BILL-5180,LinkedIn Corp,,6400,Dues & Subscriptions,112.55,0.0,,
2025-09-03,"Northbridge Software, Inc.",Bill,BILL-5180,LinkedIn Corp,,2000,Accounts Payable,0.0,112.55,,
2025-09-06,"Northbridge Software, Inc.",Bill,BILL-5166,Baymark CPAs,,2000,Accounts Payable,0.0,8340.57,,
2025-09-06,"Northbridge Software, Inc.",Bill,BILL-5166,Baymark CPAs,,6800,Professional Fees,8340.57,0.0,,
2025-09-08,"Northbridge Software, Inc.",Bill,BILL-5018,AWS,Hosting,2000,Accounts Payable,0.0,43459.56,,
2025-09-10,"Northbridge Software, Inc.",Bill,BILL-5173,AWS,,2000,Accounts Payable,0.0,1340.93,,
2025-09-10,"Northbridge Software, Inc.",Bill,BILL-5173,AWS,,6410,Computer & Internet Expense,1340.93,0.0,,
2025-09-12,"Northbridge Software, Inc.",Bill,BILL-5165,HubSpot,,2000,Accounts Payable,0.0,7069.27,,
2025-09-12,"Northbridge Software, Inc.",Bill,BILL-5165,HubSpot,,6300,Marketing & Advertising,7069.27,0.0,,
2025-09-13,"Northbridge Software, Inc.",Bill,BILL-5176,Austin Commercial Properties LLC,,6700,Rent Expense,14141.38,0.0,,
2025-09-13,"Northbridge Software, Inc.",Bill,BILL-5176,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14141.38,,
2025-09-18,"Northbridge Software, Inc.",Bill,BILL-5164,Amazon Web Services,,2000,Accounts Payable,0.0,446.15,,
2025-09-18,"Northbridge Software, Inc.",Bill,BILL-5177,Uber,,6500,Travel & Entertainment,510.74,0.0,,
2025-09-18,"Northbridge Software, Inc.",Bill,BILL-5164,Amazon Web Services,,6410,Computer & Internet Expense,446.15,0.0,,
2025-09-18,"Northbridge Software, Inc.",Bill,BILL-5177,Uber,,2000,Accounts Payable,0.0,510.74,,
2025-09-19,"Northbridge Software, Inc.",Journal,COMM-5233,Various Reps,Commission accrual,2400,Accrued Expenses,0.0,9787.68,,
2025-09-19,"Northbridge Software, Inc.",Journal,COMM-5233,Various Reps,Commission accrual,6200,Sales Commissions,9787.68,0.0,,
2025-09-21,"Northbridge Software, Inc.",Bill,BILL-5175,AWS,,6400,Dues & Subscriptions,2320.36,0.0,,
2025-09-21,"Northbridge Software, Inc.",Bill,BILL-5179,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14434.55,,
2025-09-21,"Northbridge Software, Inc.",Bill,BILL-5174,Travelers Insurance,,2000,Accounts Payable,0.0,2144.51,,
2025-09-21,"Northbridge Software, Inc.",Bill,BILL-5174,Travelers Insurance,,6900,Misc Expense,2144.51,0.0,,
2025-09-21,"Northbridge Software, Inc.",Bill,BILL-5179,Austin Commercial Properties LLC,,6700,Rent Expense,14434.55,0.0,,
2025-09-21,"Northbridge Software, Inc.",Bill,BILL-5175,AWS,,2000,Accounts Payable,0.0,2320.36,,
2025-09-21,"Northbridge Software, Inc.",Bill,BILL-5178,Salesforce.com,,2000,Accounts Payable,0.0,92.87,,
2025-09-21,"Northbridge Software, Inc.",Bill,BILL-5178,Salesforce.com,,6400,Dues & Subscriptions,92.87,0.0,,
2025-09-23,"Northbridge Software, Inc.",Payment,PMT-5017,Stripe Collections,Customer payments collected,1010,Stripe Clearing,455178.86,0.0,,
2025-09-23,"Northbridge Software, Inc.",Transfer,SWEEP-5017,Stripe,Stripe payout swept to bank,1010,Stripe Clearing,0.0,441978.67,,
2025-09-23,"Northbridge Software, Inc.",Invoice,INV-5017,Various Customers,Monthly subscription revenue (per Stripe summary),1200,Accounts Receivable,515318.99,0.0,,Manual re-entry
2025-09-23,"Northbridge Software, Inc.",Transfer,SWEEP-5017,Stripe,Stripe payout swept to bank,1000,Chase Business Checking,441978.67,0.0,,
2025-09-23,"Northbridge Software, Inc.",Journal,JE-5017,Stripe,Payment processing fees,5020,Payment Processing Fees (COGS),13200.19,0.0,,
2025-09-23,"Northbridge Software, Inc.",Invoice,INV-5017,Various Customers,Monthly subscription revenue (per Stripe summary),4000,Subscription Revenue,0.0,515318.99,,Manual re-entry
2025-09-23,"Northbridge Software, Inc.",Journal,JE-5017,Stripe,Payment processing fees,1010,Stripe Clearing,0.0,13200.19,,
2025-09-23,"Northbridge Software, Inc.",Payment,PMT-5017,Stripe Collections,Customer payments collected,1200,Accounts Receivable,0.0,455178.86,,
2025-09-24,"Northbridge Software, Inc.",Bill,BILL-5168,Unknown / no receipt,,2000,Accounts Payable,0.0,591.52,,
2025-09-24,"Northbridge Software, Inc.",Bill,BILL-5168,Unknown / no receipt,,6900,Misc Expense,591.52,0.0,,
2025-09-25,"Northbridge Software, Inc.",Bill,BILL-5167,Zoom,,2000,Accounts Payable,0.0,2257.17,,
2025-09-25,"Northbridge Software, Inc.",Journal,IC-9,Northbridge Collective,Intercompany interest,8000,Interest Expense,5851.23,0.0,,
2025-09-25,"Northbridge Software, Inc.",Bill,BILL-5167,Zoom,,6400,Dues & Subscriptions,2257.17,0.0,,
2025-09-25,"Northbridge Software, Inc.",Journal,IC-9,Northbridge Collective,Intercompany interest,2500,Intercompany - Due to Northbridge Collective,0.0,5851.23,,
2025-09-25,"Northbridge Software, Inc.",Bill,BILL-5171,Travelers Insurance,,2000,Accounts Payable,0.0,2119.88,,
2025-09-25,"Northbridge Software, Inc.",Bill,BILL-5171,Travelers Insurance,,6900,Misc Expense,2119.88,0.0,,
2025-09-28,"Northbridge Software, Inc.",Journal,PR-5033,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,209558.36,0.0,,
2025-09-28,"Northbridge Software, Inc.",Journal,DEP-8,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1897.85,,
2025-09-28,"Northbridge Software, Inc.",Journal,PR-5033,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,119947.16,0.0,,
2025-09-28,"Northbridge Software, Inc.",Journal,PR-5033,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),40550.02,0.0,,
2025-09-28,"Northbridge Software, Inc.",Journal,PR-5033,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,546047.22,,
2025-09-28,"Northbridge Software, Inc.",Journal,DEP-8,,Monthly depreciation,7000,Depreciation Expense,1897.85,0.0,,
2025-09-28,"Northbridge Software, Inc.",Journal,PR-5033,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-09-28,"Northbridge Software, Inc.",Journal,PR-5033,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,103875.0,0.0,,
2025-09-30,"Northbridge Software, Inc.",Bill,BILL-5172,Salesforce,,2000,Accounts Payable,0.0,436.96,,
2025-09-30,"Northbridge Software, Inc.",Bill,BILL-5172,Salesforce,,6410,Computer & Internet Expense,436.96,0.0,,
2025-10-01,"Northbridge Software, Inc.",Bill,BILL-5184,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,13965.56,,
2025-10-01,"Northbridge Software, Inc.",Bill,BILL-5184,Austin Commercial Properties LLC,,6700,Rent Expense,13965.56,0.0,,
2025-10-02,"Northbridge Software, Inc.",Journal,JE-MANUAL-9-36,Priya Natarajan,moving to correct entity,6901,Misc Expense 2,0.0,1815.72,,"Manual, no attachment"
2025-10-02,"Northbridge Software, Inc.",Journal,JE-MANUAL-9-36,Priya Natarajan,moving to correct entity,1400,Prepaid Expenses,1815.72,0.0,,"Manual, no attachment"
2025-10-06,"Northbridge Software, Inc.",Bill,BILL-5187,Google,,2000,Accounts Payable,0.0,1101.44,,
2025-10-06,"Northbridge Software, Inc.",Bill,BILL-5187,Google,,6410,Computer & Internet Expense,1101.44,0.0,,
2025-10-06,"Northbridge Software, Inc.",Bill,BILL-5188,Amazon Web Services,,2000,Accounts Payable,0.0,2340.17,,
2025-10-06,"Northbridge Software, Inc.",Bill,BILL-5188,Amazon Web Services,,6400,Dues & Subscriptions,2340.17,0.0,,
2025-10-07,"Northbridge Software, Inc.",Bill,BILL-5197,Figma Inc,,2000,Accounts Payable,0.0,471.18,,
2025-10-07,"Northbridge Software, Inc.",Bill,BILL-5197,Figma Inc,,6400,Dues & Subscriptions,471.18,0.0,,
2025-10-08,"Northbridge Software, Inc.",Bill,BILL-5020,AWS,Hosting,5000,Hosting & Infrastructure (COGS),49989.16,0.0,,
2025-10-08,"Northbridge Software, Inc.",Bill,BILL-5198,Travelers Insurance,,6900,Misc Expense,2071.68,0.0,,
2025-10-08,"Northbridge Software, Inc.",Bill,BILL-5198,Travelers Insurance,,2000,Accounts Payable,0.0,2071.68,,
2025-10-10,"Northbridge Software, Inc.",Bill,BILL-5190,Zoom Video Communications,,6410,Computer & Internet Expense,90.96,0.0,,
2025-10-10,"Northbridge Software, Inc.",Bill,BILL-5190,Zoom Video Communications,,2000,Accounts Payable,0.0,90.96,,
2025-10-14,"Northbridge Software, Inc.",Bill,BILL-5193,Uber Technologies,,6500,Travel & Entertainment,540.15,0.0,,
2025-10-14,"Northbridge Software, Inc.",Bill,BILL-5193,Uber Technologies,,2000,Accounts Payable,0.0,540.15,,
2025-10-15,"Northbridge Software, Inc.",Bill,BILL-5194,Travelers Insurance,,2000,Accounts Payable,0.0,2033.54,,
2025-10-15,"Northbridge Software, Inc.",Bill,BILL-5196,Unknown / no receipt,,2000,Accounts Payable,0.0,159.17,,
2025-10-15,"Northbridge Software, Inc.",Bill,BILL-5196,Unknown / no receipt,,6901,Misc Expense 2,159.17,0.0,,
2025-10-15,"Northbridge Software, Inc.",Bill,BILL-5194,Travelers Insurance,,6900,Misc Expense,2033.54,0.0,,
2025-10-18,"Northbridge Software, Inc.",Bill,BILL-5181,United Airlines,,6500,Travel & Entertainment,168.47,0.0,,
2025-10-18,"Northbridge Software, Inc.",Bill,BILL-5181,United Airlines,,2000,Accounts Payable,0.0,168.47,,
2025-10-20,"Northbridge Software, Inc.",Bill,BILL-5189,Zoom Video Communications,,6410,Computer & Internet Expense,1259.19,0.0,,
2025-10-20,"Northbridge Software, Inc.",Bill,BILL-5189,Zoom Video Communications,,2000,Accounts Payable,0.0,1259.19,,
2025-10-21,"Northbridge Software, Inc.",Bill,BILL-5191,Baymark CPAs,,6800,Professional Fees,5652.23,0.0,,
2025-10-21,"Northbridge Software, Inc.",Bill,BILL-5191,Baymark CPAs,,2000,Accounts Payable,0.0,5652.23,,
2025-10-21,"Northbridge Software, Inc.",Bill,BILL-5192,Staples,,2000,Accounts Payable,0.0,143.84,,
2025-10-21,"Northbridge Software, Inc.",Bill,BILL-5192,Staples,,6600,Office Supplies,143.84,0.0,,
2025-10-22,"Northbridge Software, Inc.",Journal,COMM-5234,Various Reps,Commission accrual,2400,Accrued Expenses,0.0,4516.64,,
2025-10-22,"Northbridge Software, Inc.",Journal,COMM-5234,Various Reps,Commission accrual,6200,Sales Commissions,4516.64,0.0,,
2025-10-23,"Northbridge Software, Inc.",Transfer,SWEEP-5019,Stripe,Stripe payout swept to bank,1010,Stripe Clearing,0.0,453762.48,,
2025-10-23,"Northbridge Software, Inc.",Invoice,INV-5019,Various Customers,Monthly subscription revenue (per Stripe summary),1200,Accounts Receivable,488275.97,0.0,,Manual re-entry
2025-10-23,"Northbridge Software, Inc.",Transfer,SWEEP-5019,Stripe,Stripe payout swept to bank,1000,Chase Business Checking,453762.48,0.0,,
2025-10-23,"Northbridge Software, Inc.",Invoice,INV-5019,Various Customers,Monthly subscription revenue (per Stripe summary),4000,Subscription Revenue,0.0,488275.97,,Manual re-entry
2025-10-23,"Northbridge Software, Inc.",Journal,JE-5019,Stripe,Payment processing fees,5020,Payment Processing Fees (COGS),13552.12,0.0,,
2025-10-23,"Northbridge Software, Inc.",Payment,PMT-5019,Stripe Collections,Customer payments collected,1200,Accounts Receivable,0.0,467314.6,,
2025-10-23,"Northbridge Software, Inc.",Journal,JE-5019,Stripe,Payment processing fees,1010,Stripe Clearing,0.0,13552.12,,
2025-10-23,"Northbridge Software, Inc.",Payment,PMT-5019,Stripe Collections,Customer payments collected,1010,Stripe Clearing,467314.6,0.0,,
2025-10-26,"Northbridge Software, Inc.",Bill,BILL-5185,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14245.18,,
2025-10-26,"Northbridge Software, Inc.",Bill,BILL-5185,Austin Commercial Properties LLC,,6700,Rent Expense,14245.18,0.0,,
2025-10-27,"Northbridge Software, Inc.",Bill,BILL-5186,Unknown / no receipt,,6901,Misc Expense 2,470.91,0.0,,
2025-10-27,"Northbridge Software, Inc.",Bill,BILL-5186,Unknown / no receipt,,2000,Accounts Payable,0.0,470.91,,
2025-10-28,"Northbridge Software, Inc.",Journal,PR-5034,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,546047.22,,
2025-10-28,"Northbridge Software, Inc.",Journal,PR-5034,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,209558.36,0.0,,
2025-10-28,"Northbridge Software, Inc.",Journal,PR-5034,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-10-28,"Northbridge Software, Inc.",Journal,DEP-9,,Monthly depreciation,7000,Depreciation Expense,1800.89,0.0,,
2025-10-28,"Northbridge Software, Inc.",Journal,PR-5034,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,119947.16,0.0,,
2025-10-28,"Northbridge Software, Inc.",Journal,DEP-9,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1800.89,,
2025-10-28,"Northbridge Software, Inc.",Journal,PR-5034,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),40550.02,0.0,,
2025-10-28,"Northbridge Software, Inc.",Journal,PR-5034,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,103875.0,0.0,,
2025-10-29,"Northbridge Software, Inc.",Bill,BILL-5182,Marriott Hotels,,6500,Travel & Entertainment,213.71,0.0,,
2025-10-29,"Northbridge Software, Inc.",Bill,BILL-5182,Marriott Hotels,,2000,Accounts Payable,0.0,213.71,,
2025-10-30,"Northbridge Software, Inc.",Bill,BILL-5195,AWS,,6410,Computer & Internet Expense,2616.88,0.0,,
2025-10-30,"Northbridge Software, Inc.",Bill,BILL-5195,AWS,,2000,Accounts Payable,0.0,2616.88,,
2025-10-31,"Northbridge Software, Inc.",Journal,JE-MANUAL-9-38,Priya Natarajan,per CEO request,3900,Retained Earnings,0.0,8496.2,,"Manual, no attachment"
2025-10-31,"Northbridge Software, Inc.",Bill,BILL-5020,AWS,Hosting,2000,Accounts Payable,0.0,49989.16,,
2025-10-31,"Northbridge Software, Inc.",Bill,BILL-5183,Google,,2000,Accounts Payable,0.0,1349.98,,
2025-10-31,"Northbridge Software, Inc.",Bill,BILL-5183,Google,,6400,Dues & Subscriptions,1349.98,0.0,,
2025-10-31,"Northbridge Software, Inc.",Journal,JE-MANUAL-9-38,Priya Natarajan,per CEO request,1400,Prepaid Expenses,8496.2,0.0,,"Manual, no attachment"
2025-11-02,"Northbridge Software, Inc.",Bill,BILL-5201,Sterling & Voss LLP (Legal),,6800,Professional Fees,7483.27,0.0,,
2025-11-02,"Northbridge Software, Inc.",Bill,BILL-5201,Sterling & Voss LLP (Legal),,2000,Accounts Payable,0.0,7483.27,,
2025-11-02,"Northbridge Software, Inc.",Bill,BILL-5206,Salesforce.com,,6400,Dues & Subscriptions,44.28,0.0,,
2025-11-02,"Northbridge Software, Inc.",Bill,BILL-5206,Salesforce.com,,2000,Accounts Payable,0.0,44.28,,
2025-11-04,"Northbridge Software, Inc.",Journal,JE-MANUAL-10-44,Jenna Ruiz,YE adj,6901,Misc Expense 2,8032.77,0.0,,"Manual, no attachment"
2025-11-04,"Northbridge Software, Inc.",Journal,JE-MANUAL-10-44,Jenna Ruiz,YE adj,1200,Accounts Receivable,0.0,8032.77,,"Manual, no attachment"
2025-11-05,"Northbridge Software, Inc.",Bill,BILL-5208,Google,,6410,Computer & Internet Expense,245.41,0.0,,
2025-11-05,"Northbridge Software, Inc.",Bill,BILL-5208,Google,,2000,Accounts Payable,0.0,245.41,,
2025-11-10,"Northbridge Software, Inc.",Bill,BILL-5022,aws,Hosting,2000,Accounts Payable,0.0,35739.33,,
2025-11-12,"Northbridge Software, Inc.",Bill,BILL-5205,Figma,,6400,Dues & Subscriptions,444.47,0.0,,
2025-11-12,"Northbridge Software, Inc.",Bill,BILL-5205,Figma,,2000,Accounts Payable,0.0,444.47,,
2025-11-15,"Northbridge Software, Inc.",Invoice,INV-5021,Various Customers,Monthly subscription revenue (per Stripe summary),4000,Subscription Revenue,0.0,492931.37,,Manual re-entry
2025-11-15,"Northbridge Software, Inc.",Bill,BILL-5207,Office Depot,,2000,Accounts Payable,0.0,362.41,,
2025-11-15,"Northbridge Software, Inc.",Bill,BILL-5207,Office Depot,,6600,Office Supplies,362.41,0.0,,
2025-11-15,"Northbridge Software, Inc.",Payment,PMT-5021,Stripe Collections,Customer payments collected,1200,Accounts Receivable,0.0,471729.61,,
2025-11-15,"Northbridge Software, Inc.",Journal,JE-5021,Stripe,Payment processing fees,5020,Payment Processing Fees (COGS),13680.16,0.0,,
2025-11-15,"Northbridge Software, Inc.",Payment,PMT-5021,Stripe Collections,Customer payments collected,1010,Stripe Clearing,471729.61,0.0,,
2025-11-15,"Northbridge Software, Inc.",Journal,JE-5021,Stripe,Payment processing fees,1010,Stripe Clearing,0.0,13680.16,,
2025-11-15,"Northbridge Software, Inc.",Transfer,SWEEP-5021,Stripe,Stripe payout swept to bank,1000,Chase Business Checking,458049.45,0.0,,
2025-11-15,"Northbridge Software, Inc.",Invoice,INV-5021,Various Customers,Monthly subscription revenue (per Stripe summary),1200,Accounts Receivable,492931.37,0.0,,Manual re-entry
2025-11-15,"Northbridge Software, Inc.",Transfer,SWEEP-5021,Stripe,Stripe payout swept to bank,1010,Stripe Clearing,0.0,458049.45,,
2025-11-17,"Northbridge Software, Inc.",Bill,BILL-5202,Travelers Insurance,,2000,Accounts Payable,0.0,2029.86,,
2025-11-17,"Northbridge Software, Inc.",Bill,BILL-5202,Travelers Insurance,,6900,Misc Expense,2029.86,0.0,,
2025-11-18,"Northbridge Software, Inc.",Journal,JE-MANUAL-10-40,Jenna Ruiz,clean up,2400,Accrued Expenses,6559.53,0.0,,"Manual, no attachment"
2025-11-18,"Northbridge Software, Inc.",Journal,JE-MANUAL-10-40,Jenna Ruiz,clean up,6901,Misc Expense 2,0.0,6559.53,,"Manual, no attachment"
2025-11-19,"Northbridge Software, Inc.",Bill,BILL-5022,aws,Hosting,5000,Hosting & Infrastructure (COGS),35739.33,0.0,,
2025-11-20,"Northbridge Software, Inc.",Bill,BILL-5204,Uber,,6500,Travel & Entertainment,151.11,0.0,,
2025-11-20,"Northbridge Software, Inc.",Bill,BILL-5204,Uber,,2000,Accounts Payable,0.0,151.11,,
2025-11-21,"Northbridge Software, Inc.",Bill,BILL-5199,Sterling & Voss LLP (Legal),,2000,Accounts Payable,0.0,8112.34,,
2025-11-21,"Northbridge Software, Inc.",Bill,BILL-5203,Notion Labs,,2000,Accounts Payable,0.0,1055.5,,
2025-11-21,"Northbridge Software, Inc.",Bill,BILL-5203,Notion Labs,,6400,Dues & Subscriptions,1055.5,0.0,,
2025-11-21,"Northbridge Software, Inc.",Bill,BILL-5199,Sterling & Voss LLP (Legal),,6800,Professional Fees,8112.34,0.0,,
2025-11-24,"Northbridge Software, Inc.",Journal,COMM-5235,Various Reps,Commission accrual,6200,Sales Commissions,11746.29,0.0,,
2025-11-24,"Northbridge Software, Inc.",Journal,COMM-5235,Various Reps,Commission accrual,2400,Accrued Expenses,0.0,11746.29,,
2025-11-25,"Northbridge Software, Inc.",Bill,BILL-5200,Travelers Insurance,,6900,Misc Expense,2187.68,0.0,,
2025-11-25,"Northbridge Software, Inc.",Bill,BILL-5200,Travelers Insurance,,2000,Accounts Payable,0.0,2187.68,,
2025-11-28,"Northbridge Software, Inc.",Journal,DEP-10,,Monthly depreciation,7000,Depreciation Expense,1907.72,0.0,,
2025-11-28,"Northbridge Software, Inc.",Journal,PR-5035,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,103875.0,0.0,,
